Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities/Affinity	Emblem Powers/Sacred Stones/Divine Siblings	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Phantom (Lv10)	R6	r6-025.png	4	3	1	Monster	Male/Soldier/Axe/Direct/Flying	Axe C	Iron Axe / Red Gem: Counts as 2 cards when used for a deck or outside the battlefield cost.						This unit is treated as having the [Dark] affinity. / [Phantom]: The cost of attacking is 0. If this unit receives damage from an enemy unit's attack or counterattack, at the end of the turn this unit withdraws.			Demon King's Army		
Gerik (Lv15)	R6	r6-026.png	7	4	2	Hero	Male/Axe/Direct/Infantry	Sword S / Axe A	Halberd [Effective Attack]: +2 vs. Cavalry			Support: Tethys, Marisa		Sacred Stone [Thunder]: +1 maximum energy.	[Double Strike] (Outside the Battlefield 1): Number of attacks x2. Consumes the chips required for each attack.			Kingdom of Jehanna	Xyst	
Joshua (Lv15)	R6	r6-027.png	7	4	2	Swordmaster	Male/Sword/Direct/Infantry	Sword S	Killing Edge [Sharp Strike] (Hand 1): +1 Damage			Mother: Ismaire / Support: Innes, L'Arachel		Sacred Stone [Wind]: Can move within the movement range of Flying units.	[Double Strike] (Outside the Battlefield 1): Number of attacks x2. Consumes the chips required for each attack.			Kingdom of Jehanna	Jhosua	
Cormag (Lv15)	R6	r6-028.png	8	4	2	Wyvern Lord	Male/Lance/Direct/Flying	Sword A / Lance S	Silver Lance			Brother: Glen / Support: Duessel, Tana		Sacred Stone [Fire]: Enemy units that take damage cannot counterattack.	[Split Off]: After an action, the unit can move to an adjacent space.			Grado Empire	Cugar	
Knoll (Lv15)	R6	r6-029.png	7	4	2	Summoner	Male/Dark/Magic/Infantry	Staff A / Dark S	Fenrir			Support: Duessel, Natasha		Sacred Stone [Dark]: Handsize limit +1	[Summon] (1 Unused): During your Unit Step, you may sortie a "Phantom" from your deck or outside the battlefield separate from your normal sortie.			Grado Empire	Knoll	
Alm (Lv10)	R6	r6-030.png	6	3	1	Fighter	Male/Sword/Direct/Infantry	Sword A	Royal Sword: At the start of the turn, you may place 1 used or unused chip on this unit as an energy chip. [Sure Strike]: Effects that reduce damage are negated.			Support: Celica		[Duma]: +1 damage dealt when attacking or counterattacking.				Kingdom of Zofia	Arum	
Lukas (Lv10)	R6	r6-031.png	6	3	1	Soldier	Male/Lance/Direct/Infantry	Lance A	Blessed Lance [Effective Attack]: +2 vs. Monster					[Mila]: The energy chip requirement of attacking or counterattacking is reduced by -1.				Kingdom of Zofia	Luka	
Clair (Lv10)	R6	r6-032.png	6	2	1	Pegasus Knight	Female/Lance/Direct/Flying	Lance A	Lance / Blessed Shield: Damage received from Monster-type attacks or counterattacks is reduced by -1. At the start of the turn, you may place 1 used or unused chip on this unit as an energy chip.			Brother: Clive		[Mila]: Move 1 used to chip to your unused chip pile.				Kingdom of Zofia	Clea	
Silque (Lv10)	R6	r6-033.png	5	2	1	Cleric	Female/Light/Magic/Infantry	Staff A / Magic C	Nosferatu: Recover energy chips from the used chip pile equal to the damage dealt.					[Mila]: Place 1 used chip on a unit of your army of your choice.				Kingdom of Zofia	Silk	
Python (Lv10)	R6	r6-034.png	5	3	1	Archer	Male/Bow/Indirect/Infantry	Bow A	Bow: When attacking an adjacent enemy, damage dealt is reduced by -2.					[Mila]: The cost of a card applied to 1 of your or your opponent's units is reduced by -1.				Kingdom of Zofia	Paisson	
Shadowkiller	R6	r6-035.png	2	3			Weapon	Sword C									When this weapon attacks or counterattacks a Monster, effects that reduce damage as a damage modifier or reduce the number of attacks are negated. When dealing damage, deal 1 damage during the Processing Step. [Compatible C] When a unit with [Equipment Level: Sword C] attacks or counterattacks with this weapon, reduce the chip cost by -2.			
Bright Lance	R6	r6-036.png	2	3			Weapon	Lance C									When this weapon attacks or counterattacks a Monster, effects that reduce damage as a damage modifier or reduce the number of attacks are negated. When dealing damage, deal 1 damage during the Processing Step. [Compatible C] When a unit with [Equipment Level: Lance C] attacks or counterattacks with this weapon, reduce the chip cost by -2.			
Fiendcleaver	R6	r6-037.png	2	3			Weapon	Axe C									When this weapon attacks or counterattacks a Monster, effects that reduce damage as a damage modifier or reduce the number of attacks are negated. When dealing damage, deal 1 damage during the Processing Step. [Compatible B] When a unit with [Equipment Level: Axe B] attacks or counterattacks with this weapon, reduce the chip cost by -2.			
Beacon Bow	R6	r6-038.png	3	3			Weapon	Bow C									When this weapon attacks or counterattacks a Monster, effects that reduce damage as a damage modifier or reduce the number of attacks are negated. When dealing damage, deal 1 damage during the Processing Step. [Compatible B] When a unit with [Equipment Level: Bow B] attacks or counterattacks with this weapon, reduce the chip cost by -2.			
Garm	R6	r6-039.png	2	5			Weapon	Axe S									Only 1 of this weapon can be placed on the field, and it can only be equipped to units that possess a "Sacred Stone ability". If there are two or more units of your army with a "Sacred Stone ability", the weapon level requirement to attach this card is reduced by -1. When this weapon is selected during combat, the effect of text on the attack target is negated. When attacking or counterattacking a "Monster" unit, the damage dealt is increased by +2 as a damage modifier. / [Garm]: During the Preparation Second, the effects of weapons, magic, and items attached to the enemy unit are negated. / [Sacred Twin Black Axe] (Unused 2): During your Item Step, you may send this card from your hand outside the battlefield. Until the end of the turn, units of your army gain [Garm].			
Gleipnir	R6	r6-040.png	3	5			Magic	Dark S									Only 1 of this magic can be placed on the field, and it can only be equipped to units that possess a "Sacred Stone ability". If there are two or more units of your army with a "Sacred Stone ability", the weapon level requirement to attach this card is reduced by -1. When this weapon is selected during combat, the effect of text on the attack target is negated. When attacking or counterattacking a "Monster" unit, the damage dealt is increased by +2 as a damage modifier. Attacking or counterattacking with his magic consumes 2 energy chips. / [Gleipnir]: Effects that reduce the number of attacks are negated. / [Sacred Twin Dark Tome] (Unused 2): During your Item Step, you may send this card from your hand outside the battlefield. Until the end of the turn, units of your army gain [Gleipnir].			
Seraphim	R6	r6-041.png	2	2			Magic	Light C									If the attached unit has no special abilities, the "requirement" is 0. Attacking or counterattacking with his magic consumes 1 energy chip. If the attached unit has no special abilities, the damage dealt is increased by +1. When attacking or counterattacking a Monster-type, effects that reduce damage received as a damage modifier or reduce the number of attacks are negated. When damage is dealt, an additional 1 damage is dealt during the Processing Step.			
Latona	R6	r6-042.png	3				Magic	Staff S									Only 1 of this magic can be placed on the field, and it can only be equipped to units that possess a "Sacred Stone ability". If there are two or more units of your army with a "Sacred Stone ability", the weapon level requirement to attach this card is reduced by -1. While on the field, you may place +1 additional chip when using [Military Gains]. Target 1 unit of your army. Place as many used or unused chips on it as you wish, and recover its status ailments. / [Latona]: Doesn't receive status ailments, and doesn't receive damage during the Processing Step. / [Sacred Twin Saint's Staff] (Unused 2): During your Item Step, you may send this card from your hand outside the battlefield. Until the end of the turn, units of your army gain [Latona].			
A Moment's Rest	R6	r6-043.png	1				Surprise									At the beginning of your End Phase	Target all units of your army. If the target unit did not attack an enemy unit, during the next turn, when an enemy attacks the target unit, you may place 1 chip from your used chip pile on it as an energy chip.			
Have Your Back (Relationships)	R6	r6-044.png	2				Surprise									Anytime	Target 2 adjacent non-"Dragon Tribe" units of your army. Until the end of the turn, reduce the damage received by weapon or magic by -1 as a damage modifier. If the target units have a support or blood relationship, instead reduce the damage received by -2 as a damage modifier.			
Skilled Opponent	R6	r6-045.png	1				Surprise									Anytime	Target 1 unit of your army. Choose 1 of the following icons: "Infantry", "Cavalry". Until the end of the turn, the target unit deals +1 damage as a weapon triangle damage modifier to enemy units possessing that icon.			
Local Provisions	R6	r6-046.png	1				Surprise									When an enemy declares an attack target	"Target 1 unit of your army. Attach 1 weapon card from outside the battlefield. Select that weapon when equipping it, and send it outside the battlefield at the end of the turn. If the equipped card has text, pay 1 energy chip when attaching it. If the equipped card has no text in its text box, do not pay the cost, and the unit gains the following effects until the end of the turn: The cost to counterattack becomes 0. If the "Energy" value is 2 or less, increase the damage dealt by +3 as a damage modifier. If the "Attack" value is 1, reduce the damage received by -3 as a damage modifier.			
Dual Wield	R6	r6-047.png	2				Surprise									When declaring an attack or counterattack	Target 1 unit of your army with a weapon or magic card equipped. If the unit's initial equipment has the same name as the unit's equipped weapon or magic card, multiply the number of attacks by x2, and the energy chip cost for attacking becomes 0. If the attacked weapon was selected for the attack, special abilities possessed by the enemy unit are negated.			
Defensive Stance	R6	r6-048.png	1				Surprise									Anytime during your opponent's Invasion Phase	Target 1 Infantry/Direct Attack unit of your army. The target unit gains the following effects: If its initial equipment is [Sword], damage received is reduced by -2 as a damage modifier. / If its initial equipment is [Lance], the chip cost to counterattack is reduced by -2. / If its initial equipment is [Axe], the enemy unit's chip cost to attack it is increased by +2. / If the target unit's has "Counterattack: 1", this effect lasts until the end of the turn.			
Silent Standoff	R6	r6-049.png	2				Surprise									Anytime during your opponent's Invasion Phase	Target 1 unit of your army. Until the end of the turn, enemy units that are adjacent to the target unit cannot invade a space that is not adjacent to the target unit. This effect lasts as long as the target unit is on the field.			
Enemy Soldier's Dropped Item	R6	r6-050.png	1				Surprise									Anytime during your or your opponent's Invasion Phase	Target 1 unit of your army. Until the end of the turn, if the target unit's attack or counterattack causes an enemy unit to withdraw, you may select up to 2 cards in any combination of weapon, magic, and item cards, and either add them to your hand or attach them to the target unit. You may only select cards with the same name as the enemy unit's initial equipment or any cards attached to them.			
Disorderly Mob	R6	r6-051.png	1				Surprise									Anytime during your or your opponent's National Power Phase	This card can be used if your opponent has 9 or more cards in hand. Your opponent sends their entire hand outside the country, then draws 3 cards. If you have 7 or more cards in your hand, this effect is negated.			
Overwhelming Military Strength	R6	r6-052.png	2				Surprise									Anytime during your National Power Phase	Count the number of cards in your hand and your opponent's hand. Until the end of the turn, the player with fewer cards in their hand cannot draw. If your handsize limit is 8 or more, treat your hand count as if it was higher. After use, send this card outside the country. This card cannot be returned to your hand, deck, or outside the battlefield from outside the country.			
